week_date,bpi_5tc,bci_5tc,bdi,vlsfo_sgp_usd_t,usd_inr,cyclone_dummy,port_congestion_paradip_days,red_sea_disruption,freight_rate_usd_t,route_key,vessel_class,data_source,bpi_5tc_lag1,bpi_5tc_lag2,bpi_5tc_lag3,bpi_5tc_lag4,bpi_5tc_lag8,bpi_5tc_lag12,bci_5tc_lag1,bci_5tc_lag2,bci_5tc_lag3,bci_5tc_lag4,bci_5tc_lag8,bci_5tc_lag12,vlsfo_sgp_usd_t_lag1,vlsfo_sgp_usd_t_lag2,vlsfo_sgp_usd_t_lag3,vlsfo_sgp_usd_t_lag4,vlsfo_sgp_usd_t_lag8,vlsfo_sgp_usd_t_lag12,freight_rate_usd_t_lag1,freight_rate_usd_t_lag2,freight_rate_usd_t_lag3,freight_rate_usd_t_lag4,freight_rate_usd_t_lag8,freight_rate_usd_t_lag12,bpi_5tc_roll4_mean,bpi_5tc_roll4_std,bpi_5tc_roll12_mean,bpi_5tc_roll12_std,vlsfo_sgp_usd_t_roll4_mean,vlsfo_sgp_usd_t_roll4_std,vlsfo_sgp_usd_t_roll12_mean,vlsfo_sgp_usd_t_roll12_std,freight_rate_usd_t_roll4_mean,freight_rate_usd_t_roll4_std,freight_rate_usd_t_roll12_mean,freight_rate_usd_t_roll12_std,bpi_momentum_4w,bpi_momentum_12w,vlsfo_momentum_4w,bunker_bpi_interaction,usd_inr_change_4w,bpi_zscore_26w,week_of_year,month,week_sin,week_cos,prophet_pred,residual,xgb_residual_pred,ensemble_pred,p10_residual,p90_residual
2020-11-09,14006.0,17508.0,14706.0,415.7,76.92,0,2.9,0,10.28,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,13826.0,14701.0,14170.0,13412.0,15053.0,14925.0,17467.0,15700.0,15740.0,16765.0,15283.0,22175.0,408.7,443.8,491.1,519.9,510.3,517.4,10.98,11.06,9.27,9.3,12.2,10.97,14175.75,377.2977383093253,13972.25,667.7330883464815,439.825,37.39744866520689,482.98333333333335,38.90334954808653,10.3975,0.8293119638190236,10.1575,1.0444931350137756,594.0,-919.0,-104.2,5.6506862,0.2900000000000062,0.6794233869132237,46,11,-0.6631226582407955,0.7485107481711007,9.646685879400364,0.6333141205996355,0.31324345,9.959929328134647,-0.2847605010633728,0.40537945218235305
2020-11-16,14050.0,15413.0,13893.0,422.5,76.32,0,1.9,0,8.53,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14006.0,13826.0,14701.0,14170.0,14781.0,14201.0,17508.0,17467.0,15700.0,15740.0,14320.0,15079.0,415.7,408.7,443.8,491.1,518.5,502.1,10.28,10.98,11.06,9.27,9.15,11.38,14145.75,382.6402792876517,13959.666666666666,664.4451319208654,422.675,15.168470588695715,476.3500000000001,42.00968503052164,10.2125,1.175113469698435,9.92,1.0650650855058736,-120.0,-151.0,-68.60000000000002,5.8222942,-0.5600000000000023,0.6385588920056356,47,11,-0.5680647467311559,0.8229838658936564,9.526420587413824,-0.9964205874138248,-0.54189086,8.984529727809942,-0.39841305181334974,0.40537945218235305
2020-11-23,14208.0,14928.0,13786.0,425.8,75.67,0,2.0,0,9.34,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14050.0,14006.0,13826.0,14701.0,13706.0,13217.0,15413.0,17508.0,17467.0,15700.0,13435.0,14549.0,422.5,415.7,408.7,443.8,490.5,511.7,8.53,10.28,10.98,11.06,8.8,9.86,14022.5,157.1103646061118,14042.25,624.1092743772032,418.175,7.588313383099688,469.1916666666666,42.75057593090694,9.7825,1.071770342315314,9.876666666666669,1.0782252533537204,-493.0,991.0,-18.0,5.936125,-1.289999999999992,0.6474783285127157,48,11,-0.4647231720437684,0.88545602565321,9.219642586793805,0.12035741320619486,0.030661456,9.250304043080712,-0.39841305181334974,0.33040982302302807
2020-11-30,15132.0,19176.0,15993.0,458.4,76.03,1,1.6,0,9.83,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14208.0,14050.0,14006.0,13826.0,12763.0,13831.0,14928.0,15413.0,17508.0,17467.0,14677.0,14534.0,425.8,422.5,415.7,408.7,481.0,502.5,9.34,8.53,10.28,10.98,9.57,10.04,14349.0,529.1565615833044,14150.666666666666,693.2476054226547,430.6,19.00438545880365,465.51666666666665,41.50430061688749,9.495,0.7491550796286074,9.859166666666669,1.0770368300728306,1306.0,1301.0,49.69999999999999,6.0497664,-1.0300000000000011,1.004651165016433,49,11,-0.3546048870425359,0.9350162426854148,9.793848531452623,0.036151468547377164,0.2742919,10.068140434233156,-0.39841305181334974,0.33040982302302807
2020-12-07,15262.0,18221.0,15682.0,404.6,75.96,0,1.0,0,9.27,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,15132.0,14208.0,14050.0,14006.0,13412.0,15053.0,19176.0,14928.0,15413.0,17508.0,16765.0,15283.0,458.4,425.8,422.5,415.7,519.9,510.3,9.83,9.34,8.53,10.28,9.3,12.2,14663.0,622.2421822195373,14168.083333333334,720.0840176147813,427.825,22.410470023334835,456.7083333333333,42.34375468243291,9.2425,0.5363689650480102,9.615,0.7927111132631541,1256.0,209.0,-11.099999999999966,6.9365088,-0.960000000000008,1.042888519596182,50,12,-0.2393156642875578,0.970941817426052,8.813900592295166,0.4560994077048335,0.41309214,9.226992728678223,-0.39841305181334974,0.33040982302302807
2020-12-14,15960.0,15850.0,15118.0,419.4,75.75,0,1.6,0,8.98,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,15262.0,15132.0,14208.0,14050.0,14170.0,14781.0,18221.0,19176.0,14928.0,15413.0,15740.0,14320.0,404.6,458.4,425.8,422.5,491.1,518.5,9.27,9.83,9.34,8.53,9.27,9.15,15140.5,720.1784501080258,14266.333333333334,875.0684475392708,427.05,22.707634545825996,448.45,38.70427507512456,9.355,0.3529400326778977,9.600833333333332,0.8032259767319343,1910.0,1179.0,-3.1000000000000227,6.1750052,-0.5699999999999932,1.3753936013696917,51,12,-0.1205366802553236,0.992708874098054,7.983986064782282,0.9960139352177189,0.64599514,8.629981204857966,-0.39841305181334974,0.33040982302302807
2020-12-21,15865.0,18651.0,16186.0,459.9,75.81,0,1.1,0,8.84,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,15960.0,15262.0,15132.0,14208.0,14701.0,13706.0,15850.0,18221.0,19176.0,14928.0,15700.0,13435.0,419.4,404.6,458.4,425.8,443.8,490.5,8.98,9.27,9.83,9.34,11.06,8.8,15554.75,418.2912661451722,14446.25,966.5550000811226,435.575,27.89126207255808,445.8999999999999,36.634683020329234,9.23,0.4382541119791955,9.604166666666666,0.7996755971055143,1657.0,2159.0,34.099999999999966,6.693624,0.1400000000000005,1.32809121314862,52,12,6.432490598706546e-16,1.0,8.00304357170033,0.8369564282996702,0.66510016,8.668143728961224,-0.39841305181334974,0.33040982302302807
2020-12-28,16055.0,19263.0,16535.0,438.4,76.24,0,1.1,0,9.24,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,15865.0,15960.0,15262.0,15132.0,13826.0,12763.0,18651.0,15850.0,18221.0,19176.0,17467.0,14677.0,459.9,419.4,404.6,458.4,408.7,481.0,8.84,8.98,9.27,9.83,10.98,9.57,15785.5,357.5159670093977,14720.583333333334,910.951296805441,430.5750000000001,23.94972164069527,442.35,34.949457012299135,9.0825,0.2075853238229296,9.576666666666666,0.8066015500890517,923.0,3292.0,-20.0,7.2963135,0.2099999999999937,1.595492949464048,53,12,0.1205366802553231,0.992708874098054,8.903379796705037,0.336620203294963,0.32672083,9.230100630483419,-0.39841305181334974,0.33040982302302807
2021-01-04,16692.0,17902.0,16341.0,435.0,76.38,0,3.3,0,9.47,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,16055.0,15865.0,15960.0,15262.0,14006.0,13412.0,19263.0,18651.0,15850.0,18221.0,17508.0,16765.0,438.4,459.9,419.4,404.6,415.7,519.9,9.24,8.84,8.98,9.27,10.28,9.3,16143.0,374.129211191354,14993.916666666666,972.6119901241868,438.175,16.679403466554664,435.275,25.000840894948823,9.1325,0.2794488623463543,9.590833333333334,0.8027844535041017,1430.0,3280.0,30.399999999999977,7.038512,0.4200000000000017,1.980786973132325,1,1,0.120536680255323,0.992708874098054,8.953348166517594,0.5166518334824062,0.36256516,9.315913326315263,-0.39841305181334974,0.33040982302302807
2021-01-11,14660.0,17441.0,15039.0,424.0,76.13,0,0.9,0,8.23,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,16692.0,16055.0,15865.0,15960.0,14050.0,14170.0,17902.0,19263.0,18651.0,15850.0,15413.0,15740.0,435.0,438.4,459.9,419.4,422.5,491.1,9.47,9.24,8.84,8.98,8.53,9.27,15818.0,849.1599770753829,15034.75,944.7639556091136,439.32499999999993,15.03049677600337,429.6833333333334,17.86555005556446,8.945,0.5431083378725354,9.504166666666666,0.8917751279262499,-1300.0,490.0,4.600000000000023,7.26102,0.3799999999999954,0.2343657839231234,2,1,0.2393156642875577,0.970941817426052,8.951375998459882,-0.721375998459882,-0.351325,8.60005099316699,-0.35350513823158,0.33040982302302807
2021-01-18,14176.0,13747.0,13296.0,410.9,76.75,0,0.8,0,8.78,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14660.0,16692.0,16055.0,15865.0,14208.0,14701.0,17441.0,17902.0,19263.0,18651.0,14928.0,15700.0,424.0,435.0,438.4,459.9,425.8,443.8,8.23,9.47,9.24,8.84,9.34,11.06,15395.75,1175.300351683205,14991.0,973.34764414552,427.075,12.411654469360268,426.94166666666666,18.02596401826764,8.93,0.5477834121864844,9.314166666666669,0.7638712210996331,-1689.0,-525.0,-49.0,6.21584,0.9399999999999976,-0.2812200954039611,3,1,0.3546048870425356,0.9350162426854148,8.730296623929878,0.04970337607012176,0.05551401,8.785810635461946,-0.3436688813802227,0.33040982302302807
2021-01-25,16274.0,21548.0,17570.0,410.5,77.53,0,0.8,0,8.53,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,14176.0,14660.0,16692.0,16055.0,15132.0,13826.0,13747.0,17441.0,17902.0,19263.0,19176.0,17467.0,410.9,424.0,435.0,438.4,458.4,408.7,8.78,8.23,9.47,9.24,9.83,10.98,15450.5,1220.4800967925144,15195.0,963.4659969468166,420.1,11.747623873226267,427.0916666666667,17.867159225458302,8.7525,0.5285435964358391,9.11,0.584512228661257,219.0,2448.0,-27.899999999999977,5.8249184,1.2900000000000065,1.6127581130650497,4,1,0.4647231720437685,0.8854560256532099,8.217543393167166,0.3124566068328338,0.3970654,8.614608794244436,-0.3436688813802227,0.33040982302302807
2021-02-01,16414.0,21740.0,17724.0,447.6,77.8,0,1.5,0,9.49,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,16274.0,14176.0,14660.0,16692.0,15262.0,14006.0,21548.0,13747.0,17441.0,17902.0,18221.0,17508.0,410.5,410.9,424.0,435.0,404.6,415.7,8.53,8.78,8.23,9.47,9.27,10.28,15381.0,1130.8409849900788,15395.666666666666,943.878298523828,423.25,17.40277755609128,429.75,18.3838120490432,8.7575,0.5376104537674072,9.044166666666667,0.4749824558163577,-278.0,2408.0,12.600000000000025,6.680477,1.4200000000000017,1.6028132113777551,5,2,0.5680647467311558,0.8229838658936564,9.266808965432544,0.22319103456745637,0.1512267,9.418035664784808,-0.3436688813802227,0.29042779170003685
2021-02-08,17015.0,18629.0,16810.0,495.7,78.3,0,1.2,0,9.58,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,16414.0,16274.0,14176.0,14660.0,15960.0,14050.0,21740.0,21548.0,13747.0,17441.0,15850.0,15413.0,447.6,410.5,410.9,424.0,419.4,422.5,9.49,8.53,8.78,8.23,8.98,8.53,15969.75,1238.2800908249037,15642.75,947.6664281754952,441.175,40.29800449981096,435.85,26.229632791246523,9.095,0.519519008314425,9.131666666666666,0.4683206619659719,2355.0,2965.0,71.69999999999999,7.3469064,2.1700000000000017,1.9698970402259348,6,2,0.6631226582407952,0.7485107481711011,9.83150078872875,-0.2515007887287499,-0.10542285,9.726077941755808,-0.3436688813802227,0.1683023515679679
2021-02-15,20270.0,24956.0,21131.0,489.4,78.92,0,1.2,0,9.39,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,17015.0,16414.0,16274.0,14176.0,15865.0,14208.0,18629.0,21740.0,21548.0,13747.0,18651.0,14928.0,495.7,447.6,410.5,410.9,459.9,425.8,9.58,9.49,8.53,8.78,8.84,9.34,17493.25,1878.8662139705411,16147.916666666666,1542.412600048335,460.8,39.75047169531585,441.1499999999999,30.1472899430295,9.2475,0.4845874534075412,9.135833333333332,0.4705597891357896,6094.0,6062.0,78.5,8.4343355,2.1700000000000017,3.3787211775198225,7,2,0.7485107481711011,0.6631226582407953,9.452102289747918,-0.06210228974791754,-0.18263628,9.269466013860429,-0.21972793573768604,0.1683023515679679
2021-02-22,19838.0,15717.0,17198.0,540.9,79.49,0,1.4,0,9.52,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,20270.0,17015.0,16414.0,16274.0,16055.0,15132.0,24956.0,18629.0,21740.0,21548.0,19263.0,19176.0,489.4,495.7,447.6,410.5,438.4,458.4,9.39,9.58,9.49,8.53,9.24,9.83,18384.25,1951.5953089716104,16540.083333333332,1831.752636055685,493.4,38.188916367624586,448.0249999999999,41.65088943719072,9.495,0.0793725393319916,9.11,0.4362443018643279,3564.0,4706.0,130.39999999999998,9.920138,1.9599999999999935,2.546166468000953,8,2,0.8229838658936564,0.5680647467311559,10.007413966855081,-0.4874139668550814,-0.24853356,9.758880405029329,-0.23873241087009447,0.1683023515679679
2021-03-01,22488.0,22727.0,21459.0,541.2,79.81,0,1.5,0,9.88,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,19838.0,20270.0,17015.0,16414.0,16692.0,15262.0,15717.0,24956.0,18629.0,21740.0,17902.0,18221.0,540.9,489.4,495.7,447.6,435.0,404.6,9.52,9.39,9.58,9.49,9.47,9.27,19902.75,2248.086797701547,17142.25,2455.0773779696137,516.8,28.11962541239512,459.4083333333333,47.02383261000028,9.5925,0.2074246851269391,9.160833333333334,0.4889405677461034,6074.0,7226.0,93.60000000000002,10.7303742,2.010000000000005,3.054485056354945,9,3,0.8854560256532099,0.4647231720437686,10.063169937134665,-0.18316993713466445,-0.26106212,9.802107821703833,-0.22031991237462484,0.1683023515679679
2021-03-08,20508.0,22640.0,20335.0,590.1,80.12,1,1.5,0,11.85,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,22488.0,19838.0,20270.0,17015.0,14660.0,15960.0,22727.0,15717.0,24956.0,18629.0,17441.0,15850.0,541.2,540.9,489.4,495.7,424.0,419.4,9.88,9.52,9.39,9.58,8.23,8.98,20776.0,1174.5421803125375,17521.25,2602.5917196308137,540.4,41.11763611882464,473.63333333333327,58.29009479761669,10.16,1.145571182132891,9.4,0.9116518474226272,3493.0,4548.0,94.40000000000003,12.170505600000002,1.8200000000000076,1.9253794176803316,10,3,0.9350162426854148,0.3546048870425355,11.964377457745595,-0.11437745774559538,-0.2599068,11.704470659144445,-0.22031991237462484,0.1683023515679679
2021-03-15,20902.0,21585.0,20130.0,583.5,80.39,0,2.6,0,10.71,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,20508.0,22488.0,19838.0,20270.0,14176.0,15865.0,22640.0,22727.0,15717.0,24956.0,13747.0,18651.0,590.1,541.2,540.9,489.4,410.9,459.9,11.85,9.88,9.52,9.39,8.78,8.84,20934.0,1125.260266190299,17941.0,2714.947613758782,563.925,26.55112991946025,483.9333333333333,66.0468749977596,10.49,1.0345691534804986,9.555833333333334,0.9654622852511742,632.0,5037.0,94.10000000000002,12.1017708,1.4699999999999989,1.8509764457833544,11,3,0.970941817426052,0.239315664287558,11.456372006978958,-0.746372006978957,-0.766879,10.689492984857528,-0.22031991237462484,0.1523752071189012
2021-03-22,22148.0,28195.0,23459.0,584.0,79.88,0,2.5,0,9.78,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,20902.0,20508.0,22488.0,19838.0,16274.0,16055.0,21585.0,22640.0,22727.0,15717.0,21548.0,19263.0,583.5,590.1,541.2,540.9,410.5,438.4,10.71,11.85,9.88,9.52,8.53,9.24,21511.5,955.1940466034443,18448.75,2894.01385700646,574.7,22.533974349857857,496.0666666666666,70.16702583943186,10.555,0.9586970324351816,9.600833333333334,0.9619814620528442,2310.0,6093.0,43.10000000000002,12.196317,0.3900000000000005,2.028755464564288,12,3,0.992708874098054,0.120536680255323,11.118777884883258,-1.3387778848832586,-1.1181889,10.000589026851031,-0.23522212939366974,0.14053026991235848
2021-03-29,24218.0,36165.0,27786.0,591.3,80.23,0,1.8,0,11.38,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,22148.0,20902.0,20508.0,22488.0,16414.0,16692.0,28195.0,21585.0,22640.0,22727.0,21740.0,17902.0,584.0,583.5,590.1,541.2,447.6,435.0,9.78,10.71,11.85,9.88,9.49,9.47,21944.0,1669.3863143882131,19075.916666666668,3269.7858828517974,587.225,4.0475301110735655,509.0916666666666,72.27596681323507,10.93,0.898109124772724,9.76,1.0881092859551422,1730.0,7526.0,50.09999999999991,12.934432,0.4200000000000017,2.335201158439701,13,3,1.0,-1.6081226496766366e-16,11.92249937648586,-0.5424993764858588,-0.551638,11.370861369321858,-0.23522212939366974,0.14053026991235848
2021-04-05,26650.0,26822.0,25386.0,688.6,79.6,1,3.2,0,13.75,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,24218.0,22148.0,20902.0,20508.0,17015.0,14660.0,36165.0,28195.0,21585.0,22640.0,18629.0,17441.0,591.3,584.0,583.5,590.1,495.7,424.0,11.38,9.78,10.71,11.85,9.58,8.23,23479.5,2517.528616189561,20075.08333333333,3611.759919997021,611.85,51.29070741047256,531.1416666666667,83.45395527783647,11.405,1.6954153866629167,10.22,1.4790598979818774,6142.0,11990.0,98.5,14.3201034,-0.5200000000000102,2.5745293224846657,14,4,0.992708874098054,-0.1205366802553228,14.891680876869259,-1.141680876869259,-0.79376245,14.09791843141943,-0.32611082614140974,0.11200562457089094
2021-04-12,29409.0,29174.0,27845.0,707.4,79.24,0,2.0,0,17.08,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,26650.0,24218.0,22148.0,20902.0,20270.0,14176.0,26822.0,36165.0,28195.0,21585.0,24956.0,13747.0,688.6,591.3,584.0,583.5,489.4,410.9,13.75,11.38,9.78,10.71,9.39,8.78,25606.25,3132.4672251544243,21344.5,4005.436067509876,642.825,64.24040135823167,555.85,88.36551672148205,12.9975,3.172889062037948,10.911666666666669,2.399033264892458,8507.0,15233.0,123.89999999999998,18.35119,-1.1500000000000057,2.70240698875677,15,4,0.970941817426052,-0.2393156642875575,15.002770104862119,2.0772298951378794,1.5190344,16.52180449054327,-0.23522212939366974,0.14053026991235848
2021-04-19,29506.0,34829.0,30160.0,671.1,79.89,0,2.4,0,13.59,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,29409.0,26650.0,24218.0,22148.0,19838.0,16274.0,29174.0,26822.0,36165.0,28195.0,15717.0,21548.0,707.4,688.6,591.3,584.0,540.9,410.5,17.08,13.75,11.38,9.78,9.52,8.53,27445.75,2526.563459853455,22447.166666666668,4293.635095502783,664.6,51.065252373801286,577.5666666666667,81.1226269672068,13.95,2.3502765794689053,11.333333333333334,2.387019188456716,7358.0,13232.0,87.10000000000002,20.8039266,0.0100000000000051,2.3166384826512743,16,4,0.9350162426854148,-0.3546048870425354,15.539425714239322,-1.9494257142393216,-1.1756747,14.36375103734418,-0.32611082614140974,0.14053026991235848
2021-04-26,29335.0,39027.0,31745.0,694.5,80.32,0,2.6,0,14.3,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,29506.0,29409.0,26650.0,24218.0,22488.0,16414.0,34829.0,29174.0,26822.0,36165.0,22727.0,21740.0,671.1,707.4,688.6,591.3,541.2,447.6,13.59,17.08,13.75,11.38,9.88,9.49,28725.0,1385.104328200584,23523.916666666668,4263.148504830937,690.4,15.072491499417248,598.1416666666667,76.33168600180908,14.68,1.628639514032106,11.734166666666669,2.452303030115792,5117.0,12921.0,103.20000000000005,19.8014766,0.0899999999999892,2.000589463525045,17,4,0.8854560256532099,-0.4647231720437685,15.410290451102059,-1.110290451102058,-1.0350991,14.375191302351753,-0.32611082614140974,0.14053026991235848
2021-05-03,32428.0,31391.0,30392.0,671.1,81.06,1,3.5,0,18.37,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,29335.0,29506.0,29409.0,26650.0,20508.0,17015.0,39027.0,34829.0,29174.0,26822.0,22640.0,18629.0,694.5,671.1,707.4,688.6,590.1,495.7,14.3,13.59,17.08,13.75,11.85,9.58,30169.5,1507.2939328478667,24808.33333333333,4441.936275858498,686.025,18.020613197114187,612.7583333333333,71.57745275171668,15.835,2.2636622245084945,12.466666666666669,3.001618755191118,5778.0,15413.0,-17.5,20.3731575,1.460000000000008,2.238762403913052,18,5,0.8229838658936565,-0.5680647467311557,17.597139374130887,0.7728606258691144,0.6278473,18.224986688011807,-0.32611082614140974,0.1454261350820829
2021-05-10,32835.0,40422.0,34228.0,645.6,80.93,1,3.0,0,18.61,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,32428.0,29335.0,29506.0,29409.0,20902.0,20270.0,31391.0,39027.0,34829.0,29174.0,21585.0,24956.0,671.1,694.5,671.1,707.4,583.5,489.4,18.37,14.3,13.59,17.08,10.71,9.39,31026.0,1862.6116073943028,25855.416666666668,4745.457952004441,670.575,19.972543653726447,625.775,60.44136339536777,16.2175,2.6418349052631487,13.235,3.30698296996466,3426.0,12565.0,-61.79999999999996,21.7624308,1.690000000000012,2.030644937383813,19,5,0.7485107481711013,-0.663122658240795,17.03486097706956,1.5751390229304398,1.3369943,18.371855267421427,-0.32611082614140974,0.21962165423396882
2021-05-17,30478.0,43420.0,34131.0,667.7,80.39,1,3.0,0,17.36,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,32835.0,32428.0,29335.0,29506.0,22148.0,19838.0,40422.0,31391.0,39027.0,34829.0,28195.0,15717.0,645.6,671.1,694.5,671.1,584.0,540.9,18.61,18.37,14.3,13.59,9.78,9.52,31269.0,1649.4114101703033,26742.08333333333,4506.943359636265,669.725,20.01505683229525,636.3416666666666,55.1022431210354,17.16,1.982103260007768,13.888333333333334,3.280656346008518,972.0,10640.0,-3.3999999999999773,21.198276,0.5,1.5009259660601089,20,5,0.6631226582407952,-0.7485107481711012,17.683780341120073,-0.3237803411200737,-0.43077475,17.253005592794725,-0.32611082614140974,0.21962165423396882
2021-05-24,28707.0,25987.0,26184.0,659.5,80.29,1,2.8,0,17.14,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,30478.0,32835.0,32428.0,29335.0,24218.0,22488.0,43420.0,40422.0,31391.0,39027.0,36165.0,22727.0,667.7,645.6,671.1,694.5,591.3,541.2,17.36,18.61,18.37,14.3,11.38,9.88,31112.0,1904.9554675459797,27260.33333333333,4327.2771059310335,660.975,11.3476502707247,646.1999999999999,46.43368683108496,17.87,0.7281483365359668,14.493333333333332,3.140701523641804,-628.0,6219.0,-35.0,20.3501606,-0.0299999999999869,1.1268014912751203,21,5,0.5680647467311558,-0.8229838658936564,18.115710015047465,-0.9757100150474649,-0.60731655,17.508393461454784,-0.3642984554477124,0.21962165423396882
2021-05-31,27579.0,26131.0,25621.0,660.1,80.35,0,3.2,0,15.6,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,28707.0,30478.0,32835.0,32428.0,26650.0,20508.0,25987.0,43420.0,40422.0,31391.0,26822.0,22640.0,659.5,667.7,645.6,671.1,688.6,590.1,17.14,17.36,18.61,18.37,13.75,11.85,29899.75,2291.9132291602987,27849.58333333333,3769.730577745253,658.225,9.207017251351225,652.0333333333334,43.01651550347385,17.1775,1.2349460177136318,14.805833333333334,3.03868529685672,-4849.0,7071.0,-11.0,18.9322665,-0.710000000000008,0.8759148487077381,22,5,0.464723172043769,-0.8854560256532096,14.679835899318727,0.9201641006812729,0.71116346,15.39099936052707,-0.3642984554477124,0.2323159139574436
2021-06-07,29732.0,32482.0,29345.0,651.9,80.41,1,3.1,0,14.7,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,27579.0,28707.0,30478.0,32835.0,29409.0,20902.0,26131.0,25987.0,43420.0,40422.0,29174.0,21585.0,660.1,659.5,667.7,645.6,707.4,583.5,15.6,17.14,17.36,18.61,17.08,10.71,29124.0,1260.1447006858589,28585.416666666668,3090.9946165751608,659.8,6.454972243679985,657.7333333333333,37.25580695026148,16.2,1.2700656151029197,15.138333333333334,2.754803518264469,-3103.0,8830.0,6.2999999999999545,18.2048979,-0.5200000000000102,1.1317560986523152,23,6,0.3546048870425358,-0.9350162426854148,15.611287510559594,-0.9112875105595943,-0.67797613,14.933311379120385,-0.3642984554477124,0.2323159139574436
2021-06-14,31073.0,32439.0,30066.0,654.8,80.97,0,4.0,0,15.37,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,29732.0,27579.0,28707.0,30478.0,29506.0,22148.0,32482.0,26131.0,25987.0,43420.0,34829.0,28195.0,651.9,660.1,659.5,667.7,671.1,584.0,14.7,15.6,17.14,17.36,13.59,9.78,29272.75,1487.8029383400608,29329.166666666668,2397.090920008563,656.575,3.9152479700116296,663.6333333333333,29.267149854505146,15.7025,1.0315805025946465,15.604166666666666,2.17874633816341,595.0,8925.0,-12.900000000000093,19.3822908,0.5799999999999983,1.243754799244022,24,6,0.2393156642875576,-0.970941817426052,15.749623242181059,-0.3796232421810597,-0.2896573,15.459965947430845,-0.3642984554477124,0.2323159139574436
2021-06-21,33882.0,42015.0,35441.0,660.4,80.81,0,3.4,0,17.59,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,31073.0,29732.0,27579.0,28707.0,29335.0,24218.0,32439.0,32482.0,26131.0,25987.0,39027.0,36165.0,654.8,651.9,660.1,659.5,694.5,591.3,15.37,14.7,15.6,17.14,14.3,11.38,30566.5,2637.589113818398,30134.5,2132.604446978463,656.8,4.157723736214322,669.3916666666667,18.592934060273944,15.815,1.2433958876132023,16.121666666666666,1.7863768987093056,5175.0,9664.0,0.8999999999999773,20.3466004,0.519999999999996,1.5464089693672554,25,6,0.120536680255323,-0.992708874098054,16.388362345950476,1.2016376540495237,1.0512882,17.439650593058936,-0.3642984554477124,0.2323159139574436
2021-06-28,33680.0,40179.0,34596.0,591.6,80.99,1,3.1,0,20.84,AUS_PARADIP_PANAMAX,Panamax,synthetic_public_proxy,33882.0,31073.0,29732.0,27579.0,32428.0,26650.0,42015.0,32439.0,32482.0,26131.0,31391.0,26822.0,660.4,654.8,651.9,660.1,671.1,688.6,17.59,15.37,14.7,15.6,18.37,13.75,32091.75,2027.6262599404236,30720.33333333333,2052.4584076543624,639.675,32.24359109445919,661.3083333333333,28.124995622895263,17.125,2.767556081937052,16.712500000000002,2.079148099145816,6101.0,7030.0,-68.5,22.3756728,0.6400000000000006,1.3958339417441703,26,6,-3.216245299353273e-16,-1.0,18.924919637439853,1.915080362560147,1.5538322,20.478751810787326,-0.3642984554477124,0.33662749788585355
